latitude,longitude
41.044926,-87.93307
19.9192,56.641106
35.321716,-120.46283
51.830963,0.8017273
-15.458069,134.64508
41.356117,-74.86104
47.65931,-122.37331
30.894045,-81.60713
32.560425,-95.71823
36.877235,-108.36183
